gene	ko	module	module_name	path	product_ids	product_names	substrate_ids	substrate_names
tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347]	K00584	M00567	Methanogenesis, CO2 => methane	5,0	C03920	2-(Methylthio)ethanesulfonate	C04488,C03576	5-Methyl-5,6,7,8-tetrahydromethanopterin,Coenzyme M
methyl-coenzyme M reductase [EC:2.8.4.1] [RN:R04541]	K00399	M00567	Methanogenesis, CO2 => methane	6,0	C01438,C04832	Methane,Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide	C03920,C04628	2-(Methylthio)ethanesulfonate,Coenzyme B
methyl-coenzyme M reductase [EC:2.8.4.1] [RN:R04541]	K00401	M00567	Methanogenesis, CO2 => methane	6,0	C01438,C04832	Methane,Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide	C03920,C04628	2-(Methylthio)ethanesulfonate,Coenzyme B
methyl-coenzyme M reductase [EC:2.8.4.1] [RN:R04541]	K00402	M00567	Methanogenesis, CO2 => methane	6,0	C01438,C04832	Methane,Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide	C03920,C04628	2-(Methylthio)ethanesulfonate,Coenzyme B
heterodisulfide reductase 1 [EC:1.8.7.3] [RN:R11931]	K22480	M00567	Methanogenesis, CO2 => methane	7,0	C04628,C03576	Coenzyme B,Coenzyme M	C04832	Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide
heterodisulfide reductase 1 [EC:1.8.7.3] [RN:R11931]	K22481	M00567	Methanogenesis, CO2 => methane	7,0	C04628,C03576	Coenzyme B,Coenzyme M	C04832	Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide
heterodisulfide reductase 1 [EC:1.8.7.3] [RN:R11931]	K22482	M00567	Methanogenesis, CO2 => methane	7,0	C04628,C03576	Coenzyme B,Coenzyme M	C04832	Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide
heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944]	K03388	M00567	Methanogenesis, CO2 => methane	7,1	C04628,C03576	Coenzyme B,Coenzyme M	C04832	Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide
heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944]	K03389	M00567	Methanogenesis, CO2 => methane	7,1	C04628,C03576	Coenzyme B,Coenzyme M	C04832	Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide
heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944]	K03390	M00567	Methanogenesis, CO2 => methane	7,1	C04628,C03576	Coenzyme B,Coenzyme M	C04832	Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide
heterodisulfide reductase [EC:1.8.98.1] [RN:R04540]	K08264	M00567	Methanogenesis, CO2 => methane	7,2	C04628,C03576	Coenzyme B,Coenzyme M	C04832	Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide
heterodisulfide reductase [EC:1.8.98.1] [RN:R04540]	K08265	M00567	Methanogenesis, CO2 => methane	7,2	C04628,C03576	Coenzyme B,Coenzyme M	C04832	Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide
heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944]	K03388	M00567	Methanogenesis, CO2 => methane	7,3	C04628,C03576	Coenzyme B,Coenzyme M	C04832	Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide
heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944]	K03389	M00567	Methanogenesis, CO2 => methane	7,3	C04628,C03576	Coenzyme B,Coenzyme M	C04832	Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide
heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944]	K03390	M00567	Methanogenesis, CO2 => methane	7,3	C04628,C03576	Coenzyme B,Coenzyme M	C04832	Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide
F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.8.98.5 1.8.98.6] [RN:R11943 R11944]	K14127	M00567	Methanogenesis, CO2 => methane	7,3	C04628,C03576	Coenzyme B,Coenzyme M	C04832	Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide
F420-non-reducing hydrogenase [EC:1.8.98.5] [RN:R11943]	K14126	M00567	Methanogenesis, CO2 => methane	7,3	C04628,C03576	Coenzyme B,Coenzyme M	C04832	Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide
F420-non-reducing hydrogenase [EC:1.8.98.5] [RN:R11943]	K14128	M00567	Methanogenesis, CO2 => methane	7,3	C04628,C03576	Coenzyme B,Coenzyme M	C04832	Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide
formate dehydrogenase (coenzyme F420) [EC1.8.98.6] [RN:R11944]	K22516	M00567	Methanogenesis, CO2 => methane	7,3	C04628,C03576	Coenzyme B,Coenzyme M	C04832	Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide
formate dehydrogenase (coenzyme F420) [EC1.8.98.6] [RN:R11944]	K00125	M00567	Methanogenesis, CO2 => methane	7,3	C04628,C03576	Coenzyme B,Coenzyme M	C04832	Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide
catechol 1,2-dioxygenase [EC:1.13.11.1] [RN:R00817]	K03381	M00568	Catechol ortho-cleavage, catechol => 3-oxoadipate	0,0	C02480	cis,cis-Muconate	C00090	Catechol
muconate cycloisomerase [EC:5.5.1.1] [RN:R06989]	K01856	M00568	Catechol ortho-cleavage, catechol => 3-oxoadipate	1,0	C14610	(S)-5-Oxo-2,5-dihydrofuran-2-acetate	C02480	cis,cis-Muconate
muconolactone D-isomerase [EC:5.3.3.4] [RN:R06990]	K03464	M00568	Catechol ortho-cleavage, catechol => 3-oxoadipate	2,0	C03586	2-Oxo-2,3-dihydrofuran-5-acetate	C14610	(S)-5-Oxo-2,5-dihydrofuran-2-acetate
3-oxoadipate enol-lactonase [EC:3.1.1.24] [RN:R02991]	K01055	M00568	Catechol ortho-cleavage, catechol => 3-oxoadipate	3,0	C00846	3-Oxoadipate	C03586	2-Oxo-2,3-dihydrofuran-5-acetate
oxoadipate enol-lactonase / 4-carboxymuconolactone decarboxylase [EC:3.1.1.24 4.1.1.44]	K14727	M00568	Catechol ortho-cleavage, catechol => 3-oxoadipate	3,1	C00846	3-Oxoadipate	C03586	2-Oxo-2,3-dihydrofuran-5-acetate
catechol 2,3-dioxygenase [EC:1.13.11.2] [RN:R00816 R05295]	K00446	M00569	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	0,0	C06760	2-Hydroxy-5-methyl-cis,cis-muconic semialdehyde	C06730	4-Methylcatechol
catechol 2,3-dioxygenase [EC:1.13.11.2] [RN:R00816 R05295]	K07104	M00569	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	0,1	C06760	2-Hydroxy-5-methyl-cis,cis-muconic semialdehyde	C06730	4-Methylcatechol
2-hydroxymuconate-6-semialdehyde dehydrogenase [EC:1.2.1.85] [RN:R02762 R05353]	K10217	M00569	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	1,0,0,0	C07478	2-Hydroxy-5-methyl-cis,cis-muconate	C06760	2-Hydroxy-5-methyl-cis,cis-muconic semialdehyde
4-oxalocrotonate tautomerase [EC:5.3.2.6] [RN:R03966 R05389]	K01821	M00569	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	1,0,1,0	C07479	2-Oxo-5-methyl-cis-muconate	C07478	2-Hydroxy-5-methyl-cis,cis-muconate
4-oxalocrotonate decarboxylase [EC:4.1.1.77] [RN:R02602 R05374]	K01617	M00569	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	1,0,2,0	C11354	2-Hydroxy-cis-hex-2,4-dienoate	C07479	2-Oxo-5-methyl-cis-muconate
2-hydroxymuconate-semialdehyde hydrolase [EC:3.7.1.9] [RN:R02604 R05865]	K10216	M00569	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	1,1	C11354	2-Hydroxy-cis-hex-2,4-dienoate	C06760	2-Hydroxy-5-methyl-cis,cis-muconic semialdehyde
2-oxopent-4-enoate/cis-2-oxohex-4-enoate hydratase [EC:4.2.1.80 4.2.1.132] [RN:R02601 R05864]	K18364	M00569	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	2,0	C06762	4-Hydroxy-2-oxohexanoic acid	C11354	2-Hydroxy-cis-hex-2,4-dienoate
2-keto-4-pentenoate hydratase [EC:4.2.1.80] [RN:R02601]	K02554	M00569	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	2,1	C03589	4-Hydroxy-2-oxopentanoate	C00596	2-Hydroxy-2,4-pentadienoate
4-hydroxy-2-oxovalerate/4-hydroxy-2-oxohexanoate aldolase [EC:4.1.3.39 4.1.3.43] [RN:R00750 R05298]	K18365	M00569	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	3,0	C00022,C00479	Pyruvate,Propanal	C06762	4-Hydroxy-2-oxohexanoic acid
4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39] [RN:R00750]	K01666	M00569	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	3,1	C00022,C00084	Pyruvate,Acetaldehyde	C03589	4-Hydroxy-2-oxopentanoate
acetaldehyde/propanal dehydrogenase [EC:1.2.1.10 1.2.1.87] [RN:R00228 R09097]	K18366	M00569	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	4,0	C00100	Propanoyl-CoA	C00479	Propanal
acetaldehyde dehydrogenase [EC:1.2.1.10] [RN:R00228]	K04073	M00569	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	4,1	C00024	Acetyl-CoA	C00084	Acetaldehyde
threonine dehydratase [EC:4.3.1.19] [RN:R00996]	K17989	M00570	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	0,0	C00109	2-Oxobutanoate	C00188	L-Threonine
threonine dehydratase [EC:4.3.1.19] [RN:R00996]	K01754	M00570	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	0,1	C00109	2-Oxobutanoate	C00188	L-Threonine
acetolactate synthase [EC:2.2.1.6] [RN:R08648]	K01652	M00570	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	1,0	C06006	(S)-2-Aceto-2-hydroxybutanoate	C00109	2-Oxobutanoate
acetolactate synthase [EC:2.2.1.6] [RN:R08648]	K01653	M00570	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	1,0	C06006	(S)-2-Aceto-2-hydroxybutanoate	C00109	2-Oxobutanoate
acetolactate synthase [EC:2.2.1.6] [RN:R08648]	K11258	M00570	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	1,0	C06006	(S)-2-Aceto-2-hydroxybutanoate	C00109	2-Oxobutanoate
ketol-acid reductoisomerase [EC:1.1.1.86] [RN:R05069 R05068]	K00053	M00570	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	2,0	C06007	(R)-2,3-Dihydroxy-3-methylpentanoate	C14463	(R)-3-Hydroxy-3-methyl-2-oxopentanoate
dihydroxy-acid dehydratase [EC:4.2.1.9] [RN:R05070]	K01687	M00570	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	3,0	C00671	(S)-3-Methyl-2-oxopentanoic acid	C06007	(R)-2,3-Dihydroxy-3-methylpentanoate
branched-chain amino acid aminotransferase [EC:2.6.1.42] [RN:R02199]	K00826	M00570	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine	4,0	C00407	L-Isoleucine	C00671	(S)-3-Methyl-2-oxopentanoic acid
malonyl-CoA O-methyltransferase [EC:2.1.1.197] [RN:R09543]	K02169	M00572	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	0,0	C19673	Malonyl-[acp] methyl ester	C01209	Malonyl-[acp]
3-oxoacyl-[acyl-carrier-protein] synthase [EC:2.3.1.41 2.3.1.179] [RN:R10115 R10119]	K00647	M00572	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	1,0	C20376	3-Ketopimeloyl-[acp] methyl ester	C20375	Glutaryl-[acp] methyl ester
3-oxoacyl-[acyl-carrier-protein] synthase [EC:2.3.1.41 2.3.1.179] [RN:R10115 R10119]	K09458	M00572	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	1,1	C20376	3-Ketopimeloyl-[acp] methyl ester	C20375	Glutaryl-[acp] methyl ester
3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100] [RN:R10116 R10120]	K00059	M00572	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	2,0	C20377	3-Hydroxypimeloyl-[acp] methyl ester	C20376	3-Ketopimeloyl-[acp] methyl ester
3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59] [RN:R10117 R10121]	K02372	M00572	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	3,0	C20378	Enoylpimeloyl-[acp] methyl ester	C20377	3-Hydroxypimeloyl-[acp] methyl ester
enoyl-[acyl-carrier protein] reductase [EC:1.3.1.10] [RN:R10118 R10122]	K00208	M00572	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	4,0	C19846	Pimelyl-[acp] methyl ester	C20378	Enoylpimeloyl-[acp] methyl ester
pimelyl-[acyl-carrier protein] methyl ester esterase [EC:3.1.1.85] [RN:R09725]	K02170	M00572	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	5,0	C19845	Pimelyl-[acp]	C19846	Pimelyl-[acp] methyl ester
pimelyl-[acyl-carrier protein] methyl ester esterase [EC:3.1.1.85] [RN:R09725]	K09789	M00572	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	5,1	C19845	Pimelyl-[acp]	C19846	Pimelyl-[acp] methyl ester
pimelyl-[acyl-carrier protein] methyl ester esterase [EC:3.1.1.85] [RN:R09725]	K19560	M00572	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	5,2	C19845	Pimelyl-[acp]	C19846	Pimelyl-[acp] methyl ester
pimelyl-[acyl-carrier protein] methyl ester esterase [EC:3.1.1.85] [RN:R09725]	K19561	M00572	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	5,3	C19845	Pimelyl-[acp]	C19846	Pimelyl-[acp] methyl ester
pimeloyl-[acyl-carrier protein] synthase [EC:1.14.14.46] [RN:R10123]	K16593	M00573	Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin	0,0	C19845	Pimelyl-[acyl-carrier protein]	C00173	Acyl-[acyl-carrier protein]
8-amino-7-oxononanoate synthase [EC:2.3.1.47] [RN:R10124]	K00652	M00573	Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin	1,0	C01092	8-Amino-7-oxononanoate	C19845	Pimelyl-[acyl-carrier protein]
adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62] [RN:R03231]	K00833	M00573	Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin	2,0	C01037	7,8-Diaminononanoate	C01092	8-Amino-7-oxononanoate
lysine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.105] [RN:R10699]	K19563	M00573	Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin	2,1	C01037	7,8-Diaminononanoate	C01092	8-Amino-7-oxononanoate
dethiobiotin synthetase [EC:6.3.3.3] [RN:R03182]	K01935	M00573	Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin	3,0	C01909	Dethiobiotin	C01037	7,8-Diaminononanoate
biotin synthetase [EC:2.8.1.6] [RN:R01078]	K01012	M00573	Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin	4,0	C00120	Biotin	C01909	Dethiobiotin
ptxA; pertussis toxin subunit 1 [EC:2.4.2.-]	K11023	M00574	Pertussis pathogenicity signature, pertussis toxin	0,0				
ptxB; pertussis toxin subunit 2	K11024	M00574	Pertussis pathogenicity signature, pertussis toxin	1,0				
ptxC; pertussis toxin subunit 3	K11025	M00574	Pertussis pathogenicity signature, pertussis toxin	2,0				
ptxD; pertussis toxin subunit 4	K11026	M00574	Pertussis pathogenicity signature, pertussis toxin	3,0				
ptxE; pertussis toxin subunit 5	K11027	M00574	Pertussis pathogenicity signature, pertussis toxin	4,0				
cyaA; bifunctional hemolysin/adenylate cyclase [EC:4.6.1.1]	K22944	M00575	Pertussis pathogenicity signature, T1SS	0,0				
hlyB; ATP-binding cassette, subfamily B, bacterial HlyB/CyaB	K11004	M00575	Pertussis pathogenicity signature, T1SS	1,0				
cyaC; cytolysin-activating lysine-acyltransferase [EC:2.3.1.-]	K07389	M00575	Pertussis pathogenicity signature, T1SS	2,0				
hlyD; hemolysin D	K11003	M00575	Pertussis pathogenicity signature, T1SS	3,0				
tolC; outer membrane channel protein	K12340	M00575	Pertussis pathogenicity signature, T1SS	4,0				
ctxA; cholera enterotoxin subunit A [EC:2.4.2.36]	K10928	M00576	ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins	0,0				
ctxB; cholera enterotoxin subunit B	K10929	M00576	ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins	0,0				
sta; heat-stable enterotoxin STa/STI	K16883	M00576	ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins	1,0				
stb; heat-stable enterotoxin STb/STII	K16884	M00576	ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins	1,1				
6-carboxyhexanoate--CoA ligase [EC:6.2.1.14] [RN:R03209]	K01906	M00577	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin	0,0	C01063	6-Carboxyhexanoyl-CoA	C02656	Pimelate
8-amino-7-oxononanoate synthase [EC:2.3.1.47] [RN:R03210]	K00652	M00577	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin	1,0	C01092	8-Amino-7-oxononanoate	C01063	6-Carboxyhexanoyl-CoA
adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62] [RN:R03231]	K00833	M00577	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin	2,0	C01037	7,8-Diaminononanoate	C01092	8-Amino-7-oxononanoate
lysine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.105] [RN:R10699]	K19563	M00577	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin	2,1	C01037	7,8-Diaminononanoate	C01092	8-Amino-7-oxononanoate
dethiobiotin synthetase [EC:6.3.3.3] [RN:R03182]	K01935	M00577	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin	3,0	C01909	Dethiobiotin	C01037	7,8-Diaminononanoate
biotin synthetase [EC:2.8.1.6] [RN:R01078]	K01012	M00577	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin	4,0	C00120	Biotin	C01909	Dethiobiotin
phosphate acetyltransferase [EC:2.3.1.8] [RN:R00230]	K00625	M00579	Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate	0,0	C00227	Acetyl phosphate	C00024	Acetyl-CoA
phosphate acetyltransferase [EC:2.3.1.8] [RN:R00230]	K13788	M00579	Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate	0,1	C00227	Acetyl phosphate	C00024	Acetyl-CoA
phosphate acetyltransferase [EC:2.3.1.8] [RN:R00230]	K15024	M00579	Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate	0,2	C00227	Acetyl phosphate	C00024	Acetyl-CoA
acetate kinase [EC:2.7.2.1] [RN:R00315]	K00925	M00579	Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate	1,0	C00033	Acetate	C00227	Acetyl phosphate
6-phospho-3-hexuloisomerase [EC:5.3.1.27] [RN:R09780]	K08094	M00580	Pentose phosphate pathway, archaea, fructose 6P => ribose 5P	0,0,0,0	C06019	D-arabino-Hex-3-ulose 6-phosphate	C05345	beta-D-Fructose 6-phosphate
3-hexulose-6-phosphate synthase [EC:4.1.2.43] [RN:R05338]	K08093	M00580	Pentose phosphate pathway, archaea, fructose 6P => ribose 5P	0,0,1,0	C00199	D-Ribulose 5-phosphate	C06019	D-arabino-Hex-3-ulose 6-phosphate
3-hexulose-6-phosphate synthase [EC:4.1.2.43] [RN:R05338]	K13812	M00580	Pentose phosphate pathway, archaea, fructose 6P => ribose 5P	0,0,1,1	C00199	D-Ribulose 5-phosphate	C06019	D-arabino-Hex-3-ulose 6-phosphate
6-phospho-3-hexuloisomerase [EC:5.3.1.27] [RN:R09780]	K13831	M00580	Pentose phosphate pathway, archaea, fructose 6P => ribose 5P	0,1	C06019	D-arabino-Hex-3-ulose 6-phosphate	C05345	beta-D-Fructose 6-phosphate
ribose 5-phosphate isomerase A [EC:5.3.1.6] [RN:R01056]	K01807	M00580	Pentose phosphate pathway, archaea, fructose 6P => ribose 5P	1,0	C00117	D-Ribose 5-phosphate	C00199	D-Ribulose 5-phosphate
soxA; sulfur-oxidizing protein SoxA	K17222	M00595	Thiosulfate oxidation by SOX complex, thiosulfate => sulfate	0,0	C00059	Sulfate	C00320	Thiosulfate
soxX; sulfur-oxidizing protein SoxX	K17223	M00595	Thiosulfate oxidation by SOX complex, thiosulfate => sulfate	0,0	C00059	Sulfate	C00320	Thiosulfate
soxB; sulfur-oxidizing protein SoxB	K17224	M00595	Thiosulfate oxidation by SOX complex, thiosulfate => sulfate	0,0	C00059	Sulfate	C00320	Thiosulfate
soxC; S-disulfanyl-L-cysteine oxidoreductase SoxC [EC:1.8.2.6]	K17225	M00595	Thiosulfate oxidation by SOX complex, thiosulfate => sulfate	0,0	C00059	Sulfate	C00320	Thiosulfate
soxD; S-disulfanyl-L-cysteine oxidoreductase SoxD [EC:1.8.2.6]	K22622	M00595	Thiosulfate oxidation by SOX complex, thiosulfate => sulfate	0,0	C00059	Sulfate	C00320	Thiosulfate
soxY; sulfur-oxidizing protein SoxY	K17226	M00595	Thiosulfate oxidation by SOX complex, thiosulfate => sulfate	0,0	C00059	Sulfate	C00320	Thiosulfate
soxZ; sulfur-oxidizing protein SoxZ	K17227	M00595	Thiosulfate oxidation by SOX complex, thiosulfate => sulfate	0,0	C00059	Sulfate	C00320	Thiosulfate
sulfate adenylyltransferase [EC:2.7.7.4] [RN:R00529]	K00956	M00596	Dissimilatory sulfate reduction, sulfate => H2S	0,0	C00224	Adenylyl sulfate	C00059	Sulfate
sulfate adenylyltransferase [EC:2.7.7.4] [RN:R00529]	K00957	M00596	Dissimilatory sulfate reduction, sulfate => H2S	0,0	C00224	Adenylyl sulfate	C00059	Sulfate
sulfate adenylyltransferase [EC:2.7.7.4] [RN:R00529]	K00958	M00596	Dissimilatory sulfate reduction, sulfate => H2S	0,1	C00224	Adenylyl sulfate	C00059	Sulfate
adenylylsulfate reductase [EC:1.8.99.2] [RN:R08553]	K00394	M00596	Dissimilatory sulfate reduction, sulfate => H2S	1,0	C00094	Sulfite	C00224	Adenylyl sulfate
adenylylsulfate reductase [EC:1.8.99.2] [RN:R08553]	K00395	M00596	Dissimilatory sulfate reduction, sulfate => H2S	1,0	C00094	Sulfite	C00224	Adenylyl sulfate
sulfite reductase, dissimilatory-type [EC:1.8.99.5] [RN:R00861]	K11180	M00596	Dissimilatory sulfate reduction, sulfate => H2S	2,0	C00283	Hydrogen sulfide	C00094	Sulfite
sulfite reductase, dissimilatory-type [EC:1.8.99.5] [RN:R00861]	K11181	M00596	Dissimilatory sulfate reduction, sulfate => H2S	2,0	C00283	Hydrogen sulfide	C00094	Sulfite
pufL; photosynthetic reaction center L subunit	K08928	M00597	Anoxygenic photosystem II	0,0				
pufM; photosynthetic reaction center M subunit	K08929	M00597	Anoxygenic photosystem II	0,0				
pscA; photosystem P840 reaction center large subunit	K08940	M00598	Anoxygenic photosystem I	0,0				
pscB; photosystem P840 reaction center iron-sulfur protein	K08941	M00598	Anoxygenic photosystem I	0,0				
pscC; photosystem P840 reaction center cytochrome c551	K08942	M00598	Anoxygenic photosystem I	0,0				
pscD; photosystem P840 reaction center protein PscD	K08943	M00598	Anoxygenic photosystem I	0,0				
methanogen homocitrate synthase [EC:2.3.3.14 2.3.3.-] [RN:R00271 R08331 R08332]	K10977	M00608	2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate	0,0	C16598	(R)-(Homo)3-citrate	C16588,C00024	2-Oxopimelate,Acetyl-CoA
methanogen homoaconitase large subunit [EC:4.2.1.114] [RN:R03444 R04371 R09720 R10392 R10393 R10391 R10395 R10396 R10394]	K16792	M00608	2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate	1,0	C16600	(-)-threo-Iso(homo)3-citrate	C16598	(R)-(Homo)3-citrate
methanogen homoaconitase large subunit [EC:4.2.1.114] [RN:R03444 R04371 R09720 R10392 R10393 R10391 R10395 R10396 R10394]	K16793	M00608	2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate	1,0	C16600	(-)-threo-Iso(homo)3-citrate	C16598	(R)-(Homo)3-citrate
methanogen homoisocitrate dehydrogenase [EC:1.1.1.87 1.1.1.-] [RN:R01934 R08214 R08215]	K10978	M00608	2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate	2,0	C16589	2-Oxosuberate	C16600	(-)-threo-Iso(homo)3-citrate
S-adenosylmethionine synthetase [EC:2.5.1.6] [RN:R00177]	K00789	M00609	Cysteine biosynthesis, methionine => cysteine	0,0	C00019	S-Adenosyl-L-methionine	C00073	L-Methionine
putative AdoMet-dependent methyltransferase [EC:2.1.1.-] [RN:R10404]	K17462	M00609	Cysteine biosynthesis, methionine => cysteine	1,0	C00021	S-Adenosyl-L-homocysteine	C00019	S-Adenosyl-L-methionine
S-adenosylhomocysteine/5'-methylthioadenosine nucleosidase [EC:3.2.2.9] [RN:R00194]	K01243	M00609	Cysteine biosynthesis, methionine => cysteine	2,0	C03539	S-Ribosyl-L-homocysteine	C00021	S-Adenosyl-L-homocysteine
S-adenosylhomocysteine/5'-methylthioadenosine nucleosidase [EC:3.2.2.9] [RN:R00194]	K18284	M00609	Cysteine biosynthesis, methionine => cysteine	2,1	C03539	S-Ribosyl-L-homocysteine	C00021	S-Adenosyl-L-homocysteine
