gene_id	gene_description	pathway	topic_ecosystem	category	subcategory
K01623	fructose-bisphosphate aldolase [EC:4.1.2.13] [RN:R01070]	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	ag	central carbon	glycolysis
K01624	fructose-bisphosphate aldolase [EC:4.1.2.13] [RN:R01070]	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	ag	central carbon	glycolysis
K01689	enolase [EC:4.2.1.11] [RN:R00658]	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	ag	central carbon	glycolysis
K01803	triosephosphate isomerase [EC:5.3.1.1] [RN:R01015]	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	ag	central carbon	glycolysis
K01810	glucose-6-phosphate isomerase [EC:5.3.1.9] [RN:R02740]	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	ag	central carbon	glycolysis
K01834	phosphoglycerate mutase [EC:5.4.2.11 5.4.2.12] [RN:R01518]	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	ag	central carbon	glycolysis
K06859	glucose-6-phosphate isomerase [EC:5.3.1.9] [RN:R02740]	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	ag	central carbon	glycolysis
K08074	K00918 ADP-dependent glucokinase [EC:2.7.1.147] [RN:R09085]	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	ag	central carbon	glycolysis
K11389	glyceraldehyde-3-phosphate dehydrogenase (ferredoxin) [EC:1.2.7.6] [RN:R07159]	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	ag	central carbon	glycolysis
K11645	fructose-bisphosphate aldolase [EC:4.1.2.13] [RN:R01070]	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	ag	central carbon	glycolysis
K12406	pyruvate kinase [EC:2.7.1.40] [RN:R00200]	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	ag	central carbon	glycolysis
K12407	hexokinase/glucokinase [EC:2.7.1.1 2.7.1.2] [RN:R01786]	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	ag	central carbon	glycolysis
K13810	glucose-6-phosphate isomerase [EC:5.3.1.9] [RN:R02740]	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	ag	central carbon	glycolysis
K15633	phosphoglycerate mutase [EC:5.4.2.11 5.4.2.12] [RN:R01518]	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	ag	central carbon	glycolysis
K15634	phosphoglycerate mutase [EC:5.4.2.11 5.4.2.12] [RN:R01518]	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	ag	central carbon	glycolysis
K15635	phosphoglycerate mutase [EC:5.4.2.11 5.4.2.12] [RN:R01518]	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	ag	central carbon	glycolysis
K15916	glucose-6-phosphate isomerase [EC:5.3.1.9] [RN:R02740]	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	ag	central carbon	glycolysis
K16305	fructose-bisphosphate aldolase [EC:4.1.2.13] [RN:R01070]	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	ag	central carbon	glycolysis
K16306	fructose-bisphosphate aldolase [EC:4.1.2.13] [RN:R01070]	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	ag	central carbon	glycolysis
K16370	6-phosphofructokinase [EC:2.7.1.11] [RN:R04779]	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	ag	central carbon	glycolysis
K00134	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12 1.2.1.59] [RN:R01061 R01063]	Glycolysis, core module involving three-carbon compounds	ag	central carbon	glycolysis
K00150	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12 1.2.1.59] [RN:R01061 R01063]	Glycolysis, core module involving three-carbon compounds	ag	central carbon	glycolysis
K00873	pyruvate kinase [EC:2.7.1.40] [RN:R00200]	Glycolysis, core module involving three-carbon compounds	ag	central carbon	glycolysis
K00927	phosphoglycerate kinase [EC:2.7.2.3] [RN:R01512]	Glycolysis, core module involving three-carbon compounds	ag	central carbon	glycolysis
K01689	enolase [EC:4.2.1.11] [RN:R00658]	Glycolysis, core module involving three-carbon compounds	ag	central carbon	glycolysis
K01803	triosephosphate isomerase [EC:5.3.1.1] [RN:R01015]	Glycolysis, core module involving three-carbon compounds	ag	central carbon	glycolysis
K01834	phosphoglycerate mutase [EC:5.4.2.11 5.4.2.12] [RN:R01518]	Glycolysis, core module involving three-carbon compounds	ag	central carbon	glycolysis
K11389	glyceraldehyde-3-phosphate dehydrogenase (ferredoxin) [EC:1.2.7.6] [RN:R07159]	Glycolysis, core module involving three-carbon compounds	ag	central carbon	glycolysis
K12406	pyruvate kinase [EC:2.7.1.40] [RN:R00200]	Glycolysis, core module involving three-carbon compounds	ag	central carbon	glycolysis
K15633	phosphoglycerate mutase [EC:5.4.2.11 5.4.2.12] [RN:R01518]	Glycolysis, core module involving three-carbon compounds	ag	central carbon	glycolysis
K15634	phosphoglycerate mutase [EC:5.4.2.11 5.4.2.12] [RN:R01518]	Glycolysis, core module involving three-carbon compounds	ag	central carbon	glycolysis
K15635	phosphoglycerate mutase [EC:5.4.2.11 5.4.2.12] [RN:R01518]	Glycolysis, core module involving three-carbon compounds	ag	central carbon	glycolysis
K00024	malate dehydrogenase [EC:1.1.1.37] [RN:R00342]	Glyoxylate cycle	ag	central carbon	glycolysis
K00025	malate dehydrogenase [EC:1.1.1.37] [RN:R00342]	Glyoxylate cycle	ag	central carbon	glycolysis
K00026	malate dehydrogenase [EC:1.1.1.37] [RN:R00342]	Glyoxylate cycle	ag	central carbon	glycolysis
K01637	isocitrate lyase [EC:4.1.3.1] [RN:R00479]	Glyoxylate cycle	ag	central carbon	glycolysis
K01638	malate synthase [EC:2.3.3.9] [RN:R00472]	Glyoxylate cycle	ag	central carbon	glycolysis
K01647	citrate synthase [EC:2.3.3.1] [RN:R00351]	Glyoxylate cycle	ag	central carbon	glycolysis
K01681	aconitate hydratase [EC:4.2.1.3] [RN:R01325 R01900]	Glyoxylate cycle	ag	central carbon	glycolysis
K01682	aconitate hydratase [EC:4.2.1.3] [RN:R01325 R01900]	Glyoxylate cycle	ag	central carbon	glycolysis
K19282	bifunctional (S)-malyl-CoA lyase/thioesterase [EC:4.1.3.24 3.1.2.30] [RN:R00473 R10612]	Glyoxylate cycle	ag	central carbon	glycolysis
K03738	aldehyde:ferredoxin oxidoreductase [EC:1.2.7.5] [RN:R08571]	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate	ag	central carbon	glycolysis
K05308	gluconate/galactonate dehydratase [EC:4.2.1.140] [RN:R01538 R03033]	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate	ag	central carbon	glycolysis
K11395	2-dehydro-3-deoxy-phosphogluconate/2-dehydro-3-deoxy-6-phosphogalactonate aldolase [EC:4.1.2.55] [RN:R08570 R10616]	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate	ag	central carbon	glycolysis
K18020	glyceraldehyde dehydrogenase large subunit [EC:1.2.99.8] [RN:R10324]	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate	ag	central carbon	glycolysis
K18021	glyceraldehyde dehydrogenase large subunit [EC:1.2.99.8] [RN:R10324]	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate	ag	central carbon	glycolysis
K18022	glyceraldehyde dehydrogenase large subunit [EC:1.2.99.8] [RN:R10324]	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate	ag	central carbon	glycolysis
K18127	2-dehydro-3-deoxy-D-gluconate aldolase [EC:4.1.2.51] [RN:R08570 R10616]	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate	ag	central carbon	glycolysis
K18128	glyceraldehyde dehydrogenase [EC:1.2.1.89] [RN:R10615]	Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate	ag	central carbon	glycolysis
K00131	glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9] [RN:R01058]	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P	ag	central carbon	glycolysis
K00134	glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12] [RN:R01061]	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P	ag	central carbon	glycolysis
K00874	2-dehydro-3-deoxygluconokinase [EC:2.7.1.45] [RN:R01541]	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P	ag	central carbon	glycolysis
K00927	phosphoglycerate kinase [EC:2.7.2.3] [RN:R01512]	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P	ag	central carbon	glycolysis
K01625	2-dehydro-3-deoxyphosphogluconate aldolase [EC:4.1.2.14] [RN:R05605]	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P	ag	central carbon	glycolysis
K05308	gluconate dehydratase [EC:4.2.1.140] [RN:R01538]	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P	ag	central carbon	glycolysis
K18978	glyceraldehyde-3-phosphate dehydrogenase [NAD(P)+] [EC:1.2.1.90] [RN:R01058 R10860]	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P	ag	central carbon	glycolysis
K00131	glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9] [RN:R01058]	Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P	ag	central carbon	glycolysis
K05308	gluconate dehydratase [EC:4.2.1.140] [RN:R01538 R03033]	Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P	ag	central carbon	glycolysis
K11395	2-dehydro-3-deoxyphosphogluconate aldolase [EC:4.1.2.55] [RN:R05605 R01064]	Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P	ag	central carbon	glycolysis
K18126	2-dehydro-3-deoxygluconokinase [EC:2.7.1.178] [RN:R01541 R03387]	Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P	ag	central carbon	glycolysis
K18978	glyceraldehyde-3-phosphate dehydrogenase [NAD(P)+] [EC:1.2.1.90] [RN:R01058 R10860]	Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P	ag	central carbon	glycolysis
K00948	ribose-phosphate pyrophosphokinase [EC:2.7.6.1] [RN:R01049]	PRPP biosynthesis, ribose 5P => PRPP	ag	central carbon	pentose pathway
K01053	gluconolactonase	Pentose phosphate pathway	ag	central carbon	pentose pathway
K00033	6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343] [RN:R01528 R10221]	Pentose phosphate pathway (Pentose phosphate cycle)	ag	central carbon	pentose pathway
K00036	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363 1.1.1.388] [RN:R02736 R10907]	Pentose phosphate pathway (Pentose phosphate cycle)	ag	central carbon	pentose pathway
K00615	transketolase [EC:2.2.1.1] [RN:R01641]	Pentose phosphate pathway (Pentose phosphate cycle)	ag	central carbon	pentose pathway
K00616	transaldolase [EC:2.2.1.2] [RN:R01827]	Pentose phosphate pathway (Pentose phosphate cycle)	ag	central carbon	pentose pathway
K01057	6-phosphogluconolactonase [EC:3.1.1.31] [RN:R02035]	Pentose phosphate pathway (Pentose phosphate cycle)	ag	central carbon	pentose pathway
K01783	ribulose-phosphate 3-epimerase [EC:5.1.3.1] [RN:R01529]	Pentose phosphate pathway (Pentose phosphate cycle)	ag	central carbon	pentose pathway
K01807	ribose 5-phosphate isomerase [EC:5.3.1.6] [RN:R01056]	Pentose phosphate pathway (Pentose phosphate cycle)	ag	central carbon	pentose pathway
K01808	ribose 5-phosphate isomerase [EC:5.3.1.6] [RN:R01056]	Pentose phosphate pathway (Pentose phosphate cycle)	ag	central carbon	pentose pathway
K01810	glucose-6-phosphate isomerase [EC:5.3.1.9] [RN:R02740 R02739]	Pentose phosphate pathway (Pentose phosphate cycle)	ag	central carbon	pentose pathway
K06859	glucose-6-phosphate isomerase [EC:5.3.1.9] [RN:R02740 R02739]	Pentose phosphate pathway (Pentose phosphate cycle)	ag	central carbon	pentose pathway
K07404	6-phosphogluconolactonase [EC:3.1.1.31] [RN:R02035]	Pentose phosphate pathway (Pentose phosphate cycle)	ag	central carbon	pentose pathway
K13810	glucose-6-phosphate isomerase [EC:5.3.1.9] [RN:R02740 R02739]	Pentose phosphate pathway (Pentose phosphate cycle)	ag	central carbon	pentose pathway
K13937	hexose-6-phosphate dehydrogenase [EC:1.1.1.47 3.1.1.31] [RN:R02736 R02035]	Pentose phosphate pathway (Pentose phosphate cycle)	ag	central carbon	pentose pathway
K15916	glucose-6-phosphate isomerase [EC:5.3.1.9] [RN:R02740 R02739]	Pentose phosphate pathway (Pentose phosphate cycle)	ag	central carbon	pentose pathway
K19243	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363 1.1.1.388] [RN:R02736 R10907]	Pentose phosphate pathway (Pentose phosphate cycle)	ag	central carbon	pentose pathway
K01807	ribose 5-phosphate isomerase A [EC:5.3.1.6] [RN:R01056]	Pentose phosphate pathway, archaea, fructose 6P => ribose 5P	ag	central carbon	pentose pathway
K08093	3-hexulose-6-phosphate synthase [EC:4.1.2.43] [RN:R05338]	Pentose phosphate pathway, archaea, fructose 6P => ribose 5P	ag	central carbon	pentose pathway
K08094	6-phospho-3-hexuloisomerase [EC:5.3.1.27] [RN:R09780]	Pentose phosphate pathway, archaea, fructose 6P => ribose 5P	ag	central carbon	pentose pathway
K13812	3-hexulose-6-phosphate synthase [EC:4.1.2.43] [RN:R05338]	Pentose phosphate pathway, archaea, fructose 6P => ribose 5P	ag	central carbon	pentose pathway
K13831	6-phospho-3-hexuloisomerase [EC:5.3.1.27] [RN:R09780]	Pentose phosphate pathway, archaea, fructose 6P => ribose 5P	ag	central carbon	pentose pathway
K00615	transketolase [EC:2.2.1.1] [RN:R01830 R01641]	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P	ag	central carbon	pentose pathway
K00616	transaldolase [EC:2.2.1.2] [RN:R01827]	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P	ag	central carbon	pentose pathway
K01783	ribulose-phosphate 3-epimerase [EC:5.1.3.1] [RN:R01529]	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P	ag	central carbon	pentose pathway
K01807	ribose 5-phosphate isomerase [EC:5.3.1.6] [RN:R01056]	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P	ag	central carbon	pentose pathway
K01808	ribose 5-phosphate isomerase [EC:5.3.1.6] [RN:R01056]	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P	ag	central carbon	pentose pathway
K13810	transaldolase [EC:2.2.1.2] [RN:R01827]	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P	ag	central carbon	pentose pathway
K00033	6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343] [RN:R01528 R10221]	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P	ag	central carbon	pentose pathway
K00036	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363 1.1.1.388] [RN:R02736 R10907]	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P	ag	central carbon	pentose pathway
K01057	6-phosphogluconolactonase [EC:3.1.1.31] [RN:R02035]	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P	ag	central carbon	pentose pathway
K07404	6-phosphogluconolactonase [EC:3.1.1.31] [RN:R02035]	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P	ag	central carbon	pentose pathway
K13937	hexose-6-phosphate dehydrogenase [EC:1.1.1.47 3.1.1.31] [RN:R02736 R02035]	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P	ag	central carbon	pentose pathway
K19243	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363 1.1.1.388] [RN:R02736 R10907]	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P	ag	central carbon	pentose pathway
K16242	dmpN; phenol hydroxylase P3 protein [EC:1.14.13.-] [RN:R10042 R10043]	Benzene degradation, benzene => catechol	ag	hydrocarbon degradation	
K16243	dmpL; Phenol hydroxylase P1 protein [RN:R10042 R10043]	Benzene degradation, benzene => catechol	ag	hydrocarbon degradation	
K16244	dmpM; phenol hydroxylase P2 protein [RN:R10042 R10043]	Benzene degradation, benzene => catechol	ag	hydrocarbon degradation	
K16245	dmpO; phenol hydroxylase P4 protein [RN:R10042 R10043]	Benzene degradation, benzene => catechol	ag	hydrocarbon degradation	
K16246	dmpP; phenol hydroxylase P5 protein [RN:R10042 R10043]	Benzene degradation, benzene => catechol	ag	hydrocarbon degradation	
K16249	dmpK; phenol hydroxylase P0 protein [RN:R10042 R10043]	Benzene degradation, benzene => catechol	ag	hydrocarbon degradation	
K03268	benzene/toluene dioxygenase subunit alpha [EC:1.14.12.3 1.14.12.11] [RN:R03543 R03559]	Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol	ag	hydrocarbon degradation	
K16268	benzene/toluene dioxygenase subunit alpha [EC:1.14.12.3 1.14.12.11] [RN:R03543 R03559]	Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol	ag	hydrocarbon degradation	
K16269	cis-1,2-dihydrobenzene-1,2-diol dehydrogenase [EC:1.3.1.19] [RN:R00812 R04088]	Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol	ag	hydrocarbon degradation	
K18089	benzene/toluene dioxygenase subunit alpha [EC:1.14.12.3 1.14.12.11] [RN:R03543 R03559]	Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol	ag	hydrocarbon degradation	
K18090	benzene/toluene dioxygenase subunit alpha [EC:1.14.12.3 1.14.12.11] [RN:R03543 R03559]	Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol	ag	hydrocarbon degradation	
K05549	benzoate/toluate 1,2-dioxygenase [EC:1.14.12.10 1.14.12.-] [RN:R05621 R05290 R05428 R05665]	Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol	ag	hydrocarbon degradation	
K05550	benzoate/toluate 1,2-dioxygenase [EC:1.14.12.10 1.14.12.-] [RN:R05621 R05290 R05428 R05665]	Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol	ag	hydrocarbon degradation	
K05783	1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate dehydrogenase [EC:1.3.1.25] [RN:R00813 R05292 R05314 R05309]	Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol	ag	hydrocarbon degradation	
K05784	benzoate/toluate 1,2-dioxygenase [EC:1.14.12.10 1.14.12.-] [RN:R05621 R05290 R05428 R05665]	Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol	ag	hydrocarbon degradation	
K04116	aliA; cyclohexanecarboxylate-CoA ligase [EC:6.2.1.-] [RN:R05620]	Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA	ag	hydrocarbon degradation	
K04117	aliB; cyclohexanecarboxyl-CoA dehydrogenase [EC:1.3.99.-] [RN:R05619]	Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA	ag	hydrocarbon degradation	
K07534	badK; cyclohex-1-ene-1-carboxyl-CoA hydratase [EC:4.2.1.-] [RN:R05600]	Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA	ag	hydrocarbon degradation	
K07535	badH; 2-hydroxycyclohexanecarboxyl-CoA dehydrogenase [EC:1.1.1.-] [RN:R05582]	Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA	ag	hydrocarbon degradation	
K07536	badI; 2-ketocyclohexanecarboxyl-CoA hydrolase [EC:3.1.2.-] [RN:R05592]	Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA	ag	hydrocarbon degradation	
K04112	benzoyl-CoA reductase [EC:1.3.7.8] [RN:R02451]	Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA	ag	hydrocarbon degradation	
K04113	benzoyl-CoA reductase [EC:1.3.7.8] [RN:R02451]	Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA	ag	hydrocarbon degradation	
K04114	benzoyl-CoA reductase [EC:1.3.7.8] [RN:R02451]	Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA	ag	hydrocarbon degradation	
K04115	benzoyl-CoA reductase [EC:1.3.7.8] [RN:R02451]	Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA	ag	hydrocarbon degradation	
K07537	cyclohexa-1,5-dienecarbonyl-CoA hydratase [EC:4.2.1.100] [RN:R05597]	Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA	ag	hydrocarbon degradation	
K07538	6-hydroxycyclohex-1-ene-1-carboxyl-CoA dehydrogenase [EC:1.1.1.368] [RN:R05581]	Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA	ag	hydrocarbon degradation	
K07539	6-oxo-cyclohex-1-ene-carbonyl-CoA hydrolase [EC:3.7.1.21] [RN:R05594]	Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA	ag	hydrocarbon degradation	
K19515	benzoyl-CoA reductase [EC:1.3.-.-] [RN:R10961]	Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA	ag	hydrocarbon degradation	
K19516	benzoyl-CoA reductase [EC:1.3.-.-] [RN:R10961]	Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA	ag	hydrocarbon degradation	
K00462	biphenyl-2,3-diol 1,2-dioxygenase [EC:1.13.11.39] [RN:R03462 R05245]	Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate	ag	hydrocarbon degradation	
K08689	biphenyl 2,3-dioxygenase [EC:1.14.12.18] [RN:R05263 R05264 R05261 R05262]	Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate	ag	hydrocarbon degradation	
K08690	cis-2,3-dihydrobiphenyl-2,3-diol dehydrogenase [EC:1.3.1.56] [RN:R05239 R05241]	Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate	ag	hydrocarbon degradation	
K10222	2,6-dioxo-6-phenylhexa-3-enoate hydrolase [EC:3.7.1.8] [RN:R02606 R05359]	Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate	ag	hydrocarbon degradation	
K15750	biphenyl 2,3-dioxygenase [EC:1.14.12.18] [RN:R05263 R05264 R05261 R05262]	Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate	ag	hydrocarbon degradation	
K18087	biphenyl 2,3-dioxygenase [EC:1.14.12.18] [RN:R05263 R05264 R05261 R05262]	Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate	ag	hydrocarbon degradation	
K18088	biphenyl 2,3-dioxygenase [EC:1.14.12.18] [RN:R05263 R05264 R05261 R05262]	Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate	ag	hydrocarbon degradation	
K15751	carbazole 1,9a-dioxygenase [EC:1.14.12.22] [RN:R05414 R09512]	Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate	ag	hydrocarbon degradation	
K15752	carbazole 1,9a-dioxygenase [EC:1.14.12.22] [RN:R05414 R09512]	Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate	ag	hydrocarbon degradation	
K15753	carbazole 1,9a-dioxygenase [EC:1.14.12.22] [RN:R05414 R09512]	Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate	ag	hydrocarbon degradation	
K15754	2'-aminobiphenyl-2,3-diol 1,2-dioxygenase [EC:1.13.11.-] [RN:R05415]	Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate	ag	hydrocarbon degradation	
K15755	2'-aminobiphenyl-2,3-diol 1,2-dioxygenase [EC:1.13.11.-] [RN:R05415]	Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate	ag	hydrocarbon degradation	
K15756	2-hydroxy-6-oxo-6-(2'-aminophenyl)hexa-2, 4-dienoate hydrolase [EC:3.7.1.13] [RN:R05365]	Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate	ag	hydrocarbon degradation	
K00446	catechol 2,3-dioxygenase [EC:1.13.11.2] [RN:R00816 R05295]	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	ag	hydrocarbon degradation	
K01617	4-oxalocrotonate decarboxylase [EC:4.1.1.77] [RN:R02602 R05374]	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	ag	hydrocarbon degradation	
K01666	4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39] [RN:R00750]	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	ag	hydrocarbon degradation	
K01821	4-oxalocrotonate tautomerase [EC:5.3.2.6] [RN:R03966 R05389]	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	ag	hydrocarbon degradation	
K02554	2-keto-4-pentenoate hydratase [EC:4.2.1.80] [RN:R02601]	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	ag	hydrocarbon degradation	
K04073	acetaldehyde dehydrogenase [EC:1.2.1.10] [RN:R00228]	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	ag	hydrocarbon degradation	
K07104	catechol 2,3-dioxygenase [EC:1.13.11.2] [RN:R00816 R05295]	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	ag	hydrocarbon degradation	
K10216	2-hydroxymuconate-semialdehyde hydrolase [EC:3.7.1.9] [RN:R02604 R05865]	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	ag	hydrocarbon degradation	
K10217	2-hydroxymuconate-6-semialdehyde dehydrogenase [EC:1.2.1.85] [RN:R02762 R05353]	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	ag	hydrocarbon degradation	
K18364	2-oxopent-4-enoate/cis-2-oxohex-4-enoate hydratase [EC:4.2.1.80 4.2.1.132] [RN:R02601 R05864]	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	ag	hydrocarbon degradation	
K18365	4-hydroxy-2-oxovalerate/4-hydroxy-2-oxohexanoate aldolase [EC:4.1.3.39 4.1.3.43] [RN:R00750 R05298]	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	ag	hydrocarbon degradation	
K18366	acetaldehyde/propanal dehydrogenase [EC:1.2.1.10 1.2.1.87] [RN:R00228 R09097]	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	ag	hydrocarbon degradation	
K01055	3-oxoadipate enol-lactonase [EC:3.1.1.24] [RN:R02991]	Catechol ortho-cleavage, catechol => 3-oxoadipate	ag	hydrocarbon degradation	
K01856	muconate cycloisomerase [EC:5.5.1.1] [RN:R06989]	Catechol ortho-cleavage, catechol => 3-oxoadipate	ag	hydrocarbon degradation	
K03381	catechol 1,2-dioxygenase [EC:1.13.11.1] [RN:R00817]	Catechol ortho-cleavage, catechol => 3-oxoadipate	ag	hydrocarbon degradation	
K03464	muconolactone D-isomerase [EC:5.3.3.4] [RN:R06990]	Catechol ortho-cleavage, catechol => 3-oxoadipate	ag	hydrocarbon degradation	
