gene_id	gene_description	pathway	topic_ecosystem	category	subcategory	potential_amg
K01595	phosphoenolpyruvate carboxylase [EC:4.1.1.31] [RN:R00345]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		TRUE
K01959	pyruvate carboxylase subunit A [EC:6.4.1.1] [RN:R00344]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		TRUE
K01960	pyruvate carboxylase subunit A [EC:6.4.1.1] [RN:R00344]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		TRUE
K01958	pyruvate carboxylase subunit A [EC:6.4.1.1] [RN:R00344]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		TRUE
K00024	malate dehydrogenase [EC:1.1.1.37] [RN:R00342]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		TRUE
K01676	fumarate hydratase [EC:4.2.1.2] [RN:R01082]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		TRUE
K01679	fumarate hydratase [EC:4.2.1.2] [RN:R01082]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		TRUE
K01677	fumarate hydratase [EC:4.2.1.2] [RN:R01082]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		TRUE
K01678	fumarate hydratase [EC:4.2.1.2] [RN:R01082]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		TRUE
K00239	succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		TRUE
K00240	succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		TRUE
K00241	succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		TRUE
K00242	succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		TRUE
K00244	succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		TRUE
K00245	succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		TRUE
K00246	succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		TRUE
K00247	succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		TRUE
K18556	NADH-dependent fumarate reductase [EC:1.3.1.6] [RN:R00402]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		TRUE
K18557	NADH-dependent fumarate reductase [EC:1.3.1.6] [RN:R00402]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		TRUE
K18558	NADH-dependent fumarate reductase [EC:1.3.1.6] [RN:R00402]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		TRUE
K18559	NADH-dependent fumarate reductase [EC:1.3.1.6] [RN:R00402]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		TRUE
K18560	NADH-dependent fumarate reductase [EC:1.3.1.6] [RN:R00402]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		TRUE
K01902	succinyl-CoA synthetase [EC:6.2.1.5] [RN:R00405]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		TRUE
K01903	succinyl-CoA synthetase [EC:6.2.1.5] [RN:R00405]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		TRUE
K00174	2-oxoglutarate:ferredoxin oxidoreductase [EC:1.2.7.3] [RN:R01197]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		TRUE
K00175	2-oxoglutarate:ferredoxin oxidoreductase [EC:1.2.7.3] [RN:R01197]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		TRUE
K00177	2-oxoglutarate:ferredoxin oxidoreductase [EC:1.2.7.3] [RN:R01197]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		TRUE
K00176	2-oxoglutarate:ferredoxin oxidoreductase [EC:1.2.7.3] [RN:R01197]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		TRUE
K00031	isocitrate dehydrogenase [EC:1.1.1.42] [RN:R00267]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		TRUE
K01681	aconitate hydratase [EC:4.2.1.3] [RN:R01900 R01325]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		TRUE
K01682	aconitate hydratase [EC:4.2.1.3] [RN:R01900 R01325]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		TRUE
K15230	ATP-citrate lyase [EC:2.3.3.8] [RN:R00352]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		TRUE
K15231	ATP-citrate lyase [EC:2.3.3.8] [RN:R00352]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		TRUE
K15232	citryl-CoA synthetase [EC:6.2.1.18] [RN:R01322]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		TRUE
K15233	citryl-CoA synthetase [EC:6.2.1.18] [RN:R01322]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		TRUE
K15234	citryl-CoA lyase [EC:4.1.3.34] [RN:R00354]	Reductive citrate cycle (Arnon-Buchanan cycle)	Energy	C1		TRUE
K10944	methane/ammonia monooxygenase [EC:1.14.18.3] [RN:R09518]	Methane oxidation, methanotroph, methane => formaldehyde	Energy	C1		TRUE
K10945	methane/ammonia monooxygenase [EC:1.14.18.3] [RN:R09518]	Methane oxidation, methanotroph, methane => formaldehyde	Energy	C1		TRUE
K10946	methane/ammonia monooxygenase [EC:1.14.18.3] [RN:R09518]	Methane oxidation, methanotroph, methane => formaldehyde	Energy	C1		TRUE
K16157	methane monooxygenase component A [EC:1.14.13.25] [RN:R01142]	Methane oxidation, methanotroph, methane => formaldehyde	Energy	C1		TRUE
K16158	methane monooxygenase component A [EC:1.14.13.25] [RN:R01142]	Methane oxidation, methanotroph, methane => formaldehyde	Energy	C1		TRUE
K16159	methane monooxygenase component A [EC:1.14.13.25] [RN:R01142]	Methane oxidation, methanotroph, methane => formaldehyde	Energy	C1		TRUE
K16160	methane monooxygenase regulatory protein B [RN:R01142]	Methane oxidation, methanotroph, methane => formaldehyde	Energy	C1		TRUE
K16161	methane monooxygenase component C [EC:1.14.13.25] [RN:R01142]	Methane oxidation, methanotroph, methane => formaldehyde	Energy	C1		TRUE
K16162	methane monooxygenase component D [RN:R01142]	Methane oxidation, methanotroph, methane => formaldehyde	Energy	C1		TRUE
K14028	methanol dehydrogenase [EC:1.1.2.7] [RN:R01146]	Methane oxidation, methanotroph, methane => formaldehyde	Energy	C1		TRUE
K14029	methanol dehydrogenase [EC:1.1.2.7] [RN:R01146]	Methane oxidation, methanotroph, methane => formaldehyde	Energy	C1		TRUE
K17066	alcohol oxidase [EC:1.1.3.13] [RN:R00608]	Methane oxidation, methanotroph, methane => formaldehyde	Energy	C1		TRUE
K08097	phosphosulfolactate synthase [EC:4.4.1.19] [RN:R07476]	Coenzyme M biosynthesis	Energy	C1		TRUE
K05979	2-phosphosulfolactate phosphatase [EC:3.1.3.71] [RN:R05789]	Coenzyme M biosynthesis	Energy	C1		TRUE
K05884	L-2-hydroxycarboxylate dehydrogenase (NAD+) [EC:1.1.1.337] [RN:R07136]	Coenzyme M biosynthesis	Energy	C1		TRUE
K13039	sulfopyruvate decarboxylase [EC:4.1.1.79] [RN:R05774]	Coenzyme M biosynthesis	Energy	C1		TRUE
K06034	sulfopyruvate decarboxylase [EC:4.1.1.79] [RN:R05774]	Coenzyme M biosynthesis	Energy	C1		TRUE
K00169	pyruvate ferredoxin oxidoreductase [EC:1.2.7.1] [RN:R01196]	Dicarboxylate-hydroxybutyrate cycle	Energy	C1		TRUE
K00170	pyruvate ferredoxin oxidoreductase [EC:1.2.7.1] [RN:R01196]	Dicarboxylate-hydroxybutyrate cycle	Energy	C1		TRUE
K00171	pyruvate ferredoxin oxidoreductase [EC:1.2.7.1] [RN:R01196]	Dicarboxylate-hydroxybutyrate cycle	Energy	C1		TRUE
K00172	pyruvate ferredoxin oxidoreductase [EC:1.2.7.1] [RN:R01196]	Dicarboxylate-hydroxybutyrate cycle	Energy	C1		TRUE
K01007	pyruvate, water dikinase [EC:2.7.9.2] [RN:R00199]	Dicarboxylate-hydroxybutyrate cycle	Energy	C1		TRUE
K01595	phosphoenolpyruvate carboxylase [EC:4.1.1.31] [RN:R00345]	Dicarboxylate-hydroxybutyrate cycle	Energy	C1		TRUE
K00024	malate dehydrogenase [EC:1.1.1.37] [RN:R00342]	Dicarboxylate-hydroxybutyrate cycle	Energy	C1		TRUE
K01676	fumarate hydratase [EC:4.2.1.2] [RN:R01082]	Dicarboxylate-hydroxybutyrate cycle	Energy	C1		TRUE
K01677	fumarate hydratase [EC:4.2.1.2] [RN:R01082]	Dicarboxylate-hydroxybutyrate cycle	Energy	C1		TRUE
K01678	fumarate hydratase [EC:4.2.1.2] [RN:R01082]	Dicarboxylate-hydroxybutyrate cycle	Energy	C1		TRUE
K00239	succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	Dicarboxylate-hydroxybutyrate cycle	Energy	C1		TRUE
K00240	succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	Dicarboxylate-hydroxybutyrate cycle	Energy	C1		TRUE
K00241	succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	Dicarboxylate-hydroxybutyrate cycle	Energy	C1		TRUE
K18860	succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]	Dicarboxylate-hydroxybutyrate cycle	Energy	C1		TRUE
K01902	succinyl-CoA synthetase [EC:6.2.1.5] [RN:R00405]	Dicarboxylate-hydroxybutyrate cycle	Energy	C1		TRUE
K01903	succinyl-CoA synthetase [EC:6.2.1.5] [RN:R00405]	Dicarboxylate-hydroxybutyrate cycle	Energy	C1		TRUE
K15038	succinyl-CoA reductase [EC:1.2.1.76] [RN:R09280]	Dicarboxylate-hydroxybutyrate cycle	Energy	C1		TRUE
K15017	succinyl-CoA reductase [EC:1.2.1.76] [RN:R09280]	Dicarboxylate-hydroxybutyrate cycle	Energy	C1		TRUE
K14465	succinate semialdehyde reductase (NADPH) [EC:1.1.1.-] [RN:R09281]	Dicarboxylate-hydroxybutyrate cycle	Energy	C1		TRUE
K14467	4-hydroxybutyrate---CoA ligase (AMP-forming) [EC:6.2.1.40] [RN:R09279]	Dicarboxylate-hydroxybutyrate cycle	Energy	C1		TRUE
K18861	4-hydroxybutyrate---CoA ligase (AMP-forming) [EC:6.2.1.40] [RN:R09279]	Dicarboxylate-hydroxybutyrate cycle	Energy	C1		TRUE
K14534	4-hydroxybutyryl-CoA dehydratase [EC:4.2.1.120] [RN:R10782]	Dicarboxylate-hydroxybutyrate cycle	Energy	C1		TRUE
K15016	3-hydroxybutyryl-CoA dehydratase / 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35] [RN:R03026 R01975]	Dicarboxylate-hydroxybutyrate cycle	Energy	C1		TRUE
K00626	acetyl-CoA C-acetyltransferase [EC:2.3.1.9] [RN:R00238]	Dicarboxylate-hydroxybutyrate cycle	Energy	C1		TRUE
K01964	acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3] [RN:R00742 R01859]	Hydroxypropionate-hydroxybutylate cycle	Energy	C1		TRUE
K15037	biotin carboxyl carrier protein [RN:R00742 R01859]	Hydroxypropionate-hydroxybutylate cycle	Energy	C1		TRUE
K15036	acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3] [RN:R00742 R01859]	Hydroxypropionate-hydroxybutylate cycle	Energy	C1		TRUE
K15017	malonyl-CoA reductase (NADPH) [EC:1.2.1.75] [RN:R00740]	Hydroxypropionate-hydroxybutylate cycle	Energy	C1		TRUE
K15039	3-hydroxypropionate dehydrogenase (NADP+) [EC:1.1.1.298] [RN:R09289]	Hydroxypropionate-hydroxybutylate cycle	Energy	C1		TRUE
K15018	3-hydroxypropionyl-coenzyme A synthetase [EC:6.2.1.36] [RN:R09286]	Hydroxypropionate-hydroxybutylate cycle	Energy	C1		TRUE
K15019	3-hydroxypropionyl-coenzyme A dehydratase [EC:4.2.1.116] [RN:R03045]	Hydroxypropionate-hydroxybutylate cycle	Energy	C1		TRUE
K15020	acryloyl-coenzyme A reductase [EC:1.3.1.84] [RN:R00919]	Hydroxypropionate-hydroxybutylate cycle	Energy	C1		TRUE
K05606	methylmalonyl-CoA epimerase [EC:5.1.99.1] [RN:R02765]	Hydroxypropionate-hydroxybutylate cycle	Energy	C1		TRUE
K01848	methylmalonyl-CoA mutase [EC:5.4.99.2] [RN:R00833]	Hydroxypropionate-hydroxybutylate cycle	Energy	C1		TRUE
K01849	methylmalonyl-CoA mutase [EC:5.4.99.2] [RN:R00833]	Hydroxypropionate-hydroxybutylate cycle	Energy	C1		TRUE
K15038	succinyl-coA reductase [EC:1.2.1.76] [RN:R09280]	Hydroxypropionate-hydroxybutylate cycle	Energy	C1		TRUE
K14465	succinate semialdehyde reductase [EC:1.1.1.-] [RN:R09281]	Hydroxypropionate-hydroxybutylate cycle	Energy	C1		TRUE
K14466	4-hydroxybutyrate---CoA ligase (AMP-forming) [EC:6.2.1.40] [RN:R09279]	Hydroxypropionate-hydroxybutylate cycle	Energy	C1		TRUE
K18861	4-hydroxybutyrate---CoA ligase (AMP-forming) [EC:6.2.1.40] [RN:R09279]	Hydroxypropionate-hydroxybutylate cycle	Energy	C1		TRUE
K14534	4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase [EC:4.2.1.120 5.3.3.3] [RN:R10782]	Hydroxypropionate-hydroxybutylate cycle	Energy	C1		TRUE
K15016	3-hydroxybutyryl-CoA dehydratase / 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35] [RN:R03026 R01975]	Hydroxypropionate-hydroxybutylate cycle	Energy	C1		TRUE
K00626	acetyl-CoA C-acetyltransferase [EC:2.3.1.9] [RN:R00238]	Hydroxypropionate-hydroxybutylate cycle	Energy	C1		TRUE
K08691	malyl-CoA/(S)-citramalyl-CoA lyase [EC:4.1.3.24 4.1.3.25] [RN:R00473 R00934 R00237]	3-Hydroxypropionate bi-cycle	Energy	C1		TRUE
K14449	2-methylfumaryl-CoA hydratase [EC:4.2.1.148] [RN:R05076]	3-Hydroxypropionate bi-cycle	Energy	C1		TRUE
K14470	2-methylfumaryl-CoA isomerase [EC:5.4.1.3] [RN:R09283]	3-Hydroxypropionate bi-cycle	Energy	C1		TRUE
K09709	3-methylfumaryl-CoA hydratase [EC:4.2.1.153] [RN:R09282]	3-Hydroxypropionate bi-cycle	Energy	C1		TRUE
K00198	carbon-monoxide dehydrogenase [EC:1.2.7.4] [RN:R07157]	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Energy	C1		TRUE
K05299	formate dehydrogenase [EC:1.17.1.10] [RN:R00134]	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Energy	C1		TRUE
K15022	formate dehydrogenase [EC:1.17.1.10] [RN:R00134]	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Energy	C1		TRUE
K01938	formate--tetrahydrofolate ligase [EC:6.3.4.3] [RN:R00943]	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Energy	C1		TRUE
K01491	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9] [RN:R01655 R01220]	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Energy	C1		TRUE
K00297	methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20] [RN:R07168]	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Energy	C1		TRUE
K15023	5-methyltetrahydrofolate corrinoid/iron sulfur protein methyltransferase [EC:2.1.1.258] [RN:R02289]	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Energy	C1		TRUE
K14138	acetyl-CoA synthase [EC:2.3.1.169] [RN:R08433]	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Energy	C1		TRUE
K00197	acetyl-CoA decarbonylase/synthase complex [EC:2.3.1.-] [RN:R10243]	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Energy	C1		TRUE
K00194	acetyl-CoA decarbonylase/synthase complex [EC:2.3.1.-] [RN:R10243]	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Energy	C1		TRUE
K11212	LPPG:FO 2-phospho-L-lactate transferase [EC:2.7.8.28] [RN:R09398]	F420 biosynthesis	Energy	C1		TRUE
K12234	coenzyme F420-0:L-glutamate ligase / coenzyme F420-1:gamma-L-glutamate ligase [EC:6.3.2.31 6.3.2.34] [RN:R09399 R09400]	F420 biosynthesis	Energy	C1		TRUE
K00192	cdhA; anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit alpha [EC:1.2.7.4] [RN:R07157]	Acetyl-CoA pathway, CO2 => acetyl-CoA	Energy	C1		TRUE
K00195	cdhB; anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit epsilon [RN:R07157]	Acetyl-CoA pathway, CO2 => acetyl-CoA	Energy	C1		TRUE
K00193	cdhC; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta [EC:2.3.1.169] [RN:R09096 R10219]	Acetyl-CoA pathway, CO2 => acetyl-CoA	Energy	C1		TRUE
K00197	cdhE; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit gamma [EC:2.1.1.245] [RN:R09096 R10219]	Acetyl-CoA pathway, CO2 => acetyl-CoA	Energy	C1		TRUE
K00194	cdhD; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit delta [EC:2.1.1.245] [RN:R09096 R10219]	Acetyl-CoA pathway, CO2 => acetyl-CoA	Energy	C1		TRUE
K00196	carbon-monoxide dehydrogenase iron sulfur subunit	Acetyl-CoA pathway	Energy	C1		TRUE
K03518	carbon-monoxide dehydrogenase small subunit	Acetyl-CoA pathway	Energy	C1		TRUE
K03519	carbon-monoxide dehydrogenase medium subunit	Acetyl-CoA pathway	Energy	C1		TRUE
K03520	carbon-monoxide dehydrogenase large subunit	Acetyl-CoA pathway	Energy	C1		TRUE
